dimensoes,pilar,tema,subtema,id,ordem_ces,nova_ordem,ordem_floripa_em_nr,orgao_responsavel,indicador,faixa_1,faixa_2,faixa_3,ano,valor
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,DESIGUALDADE URBANA,POBREZA,46,L 11,49,5.1.2001,IPUF,Porcentagem de Áreas Especiais de Interesse Social (AEIS) e Zonas Especiais de Interesse Social (ZEIS) em relação à Macro área de Uso Urbano definida pelo Plano Diretor.,sem valor de referência,Não Informado,Não Informado,2017,64
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,DESIGUALDADE URBANA,POBREZA,47,L 12,50,N/A,SMDU,"Porcentagem de Domicílios em Áreas Especiais de Interesse Social (AEIS) e nas Zonas Especial de Interesse Social (ZEIS), em relação aos domicílios municipais",sem valor de referência,Não Informado,Não Informado,2017,"16,244"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,DESIGUALDADE URBANA,DESIGUALDADE DE RENDA,51,51,55,5.2.10,SEMAS/FRN,Coeficiente de Gini da renda (Fonte: PENAD Contínua do IBGE),"< 0,40","0,40–0,49","> 0,49",2017,"0,54"
URBANO,CONTROLE DO CRESCIMENTO E MELHORIA DO HABITAT URBANO,DESIGUALDADE URBANA,DESIGUALDADE DE RENDA,52,L 17,56,N/A,SMTTDE,Remuneração média dos trabalhadores formais (Fonte: Secretaria do Trabalho - RAIS),Acima de R$ 3.280,R$ 2.569 a R$ 3.280,R$ 788  a R$ 2.568,2017,"4,497"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,53,52,57,N/A,SMPIU,Quilômetros de vias públicas por 100 mil habitantes (População projetada do IBGE),< 300,300–400,> 400,2017,"772,35"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,56,53,60,2.1.2004,SMTI,Quilômetros de vias dedicadas exclusivamente ao  transporte público por 100 mil habitantes (população projetada do IBGE),> 40,10–40,< 10,2017,0
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,INFRAESTRUTURA DE TRANSPORTE EQUILIBRADA,57,54,61,somar: 2.2.2 + 2.2.3 + 2.2.4,SMTI/FNR,"Quilômetros de ciclovias, ciclofaixas e ciclorotas por 100 mil habitantes (população projetada IBGE)",> 25,15–25,< 15,2017,"19,35"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE LIMPO,70,57,74,N/A,SMTI,Idade média da frota do transporte público,< 6,6–12,> 12,2017,"6,71"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE SEGURO,71,58,75,10.2.2001,SSP/FNR,Vítimas mortais de acidentes de trânsito por 100 mil habitantes,< 10,10–20,> 20,2017,"12,56"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE SEGURO,72,NOVO,76,N/A,SMS,Quantidade anual de pessoas hospitalizadas por acidentes de trânsito por 100.000 habitantes (população projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"23,18"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,MENOS CONGESTIONAMENTO,74,60,78,2.4.2001,SMTI/FNR,"Número de veículos de uso pessoal (automóveis, SUV's, etc) registrados no DETRAN local (exceto táxis) per capita (população projetada IBGE)","< 0,3","0,3–0,4","> 0,4",2017,"0,46"
URBANO,PROMOÇÃO DO TRANSPORTE URBANO SUSTENTÁVEL,MOBILIDADE / TRANSPORTE,TRANSPORTE ECONÔMICO,75,62,79,N/A,SMTI,Índice de acessibilidade (Salário Mínimo Nacional/(44 viagens mês* valor da tarifa em dinheiro)),Até 5%,5%–10%,> 10%,2017,"33,24"
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,AMBIENTE DE NEGÓCIOS,REG. NEGÓCIOS E INVESTIMENTOS,76,65,80,N/A,SMDECT,Quantidade de dias para abrir uma empresa,< 12,12–20,> 20,2017,7
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,TECIDO PRODUTIVO,CRESCIMENTO PRODUTIVO,81,67,85,8.2.2001,SMDECT/SIE/FRN,PIB per capita da cidade (Fonte IBGE - Estatisticas),>US$ 9.000,US$ 3.000–US$ 9.000,< US$ 3.000,2017,"40,171"
URBANO,PROMOÇÃO DO DESENVOLVIMENTO ECONÔMICO LOCAL COMPETITIVO SUSTENTÁVEL,MERCADO LABORAL,DESEMPREGO,85,69,89,8.1.2005,SMTDI/FNR,Taxa de desemprego (Fonte: IBGE - ESTATISTICAS - PNAD Contínua),< 7%,7%–12%,> 12%,2017,"6,4"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,QUALIDADE DO ENSINO,89,76,94,N/A,SME,Taxa de analfabetismo de pessoas acima de 15 anos,"< 0,5%","0,5% - 2%",> 2%,2017,"0,8"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,93,80,98,N/A,SME,Número de estudantes matriculados na pré-escola e recebem atendimento integral,Não Informado,Não Informado,Não Informado,2017,70
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,94,81,99,N/A,SME,Número de estudantes matriculados nos anos iniciais do ensino fundamental (6 a 11 anos),Não Informado,Não Informado,Não Informado,2017,79
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,95,82,100,N/A,SME,Número de estudantes matriculados nos anos finais do ensino fundamental (12 a 15 anos),Não Informado,Não Informado,Não Informado,2017,83
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,EDUCAÇÃO,ASSISTÊNCIA ESCOLAR,96,83,101,N/A,SEE,Número de estudantes matriculados no ensino médio (16 a 18 anos),Não Informado,Não Informado,Não Informado,2017,74
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,101,85,104,10.1.2005,SSP/FNR,Quantidade de homicídios por 100 mil habitantes - população projetada pelo IBGE,< 10,10–25,> 25,2017,"41,21"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,105,88,108,N/A,SSP,Roubos por 100 mil habitantes - população projetada pelo IBGE,< 300,300–1.000,> 1.000,2017,584
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,VIOLÊNCIA,106,89,109,N/A,SSP,Furtos por 100 mil habitantes - população projetada pelo IBGE,< 3.000,3.000–5.000,> 5.000,2017,"3,21"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SEGURANÇA,ESTRUTURAS DE SEGURANÇA,110,L 20,113,N/A,SSP,Quantidade de CONSEGs ativos,sem valor de referência,Não Informado,Não Informado,2017,6
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,111,NOVO,114,N/A,SMS,Taxa Geral de mortalidade por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"522,02"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,112,NOVO,115,N/A,SMS,Taxa Geral de mortalidade de homens por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"606,73"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,113,NOVO,116,N/A,SMS,Taxa Geral de mortalidade de mulheres por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"443,33"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,114,95,117,3.1.2004,SMS/FNR,Taxa de mortalidade infantil (crianças menores de 5 anos)por 100.000 habitantes (População projetada IBGE),< 20,20 -30,> 30,2017,"7,71"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,115,NOVO,118,N/A,SMS,Taxa de mortalidade Precoce (Anos potenciais de vida perdido - APVP) por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"5745,83"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,116,NOVO,119,N/A,SMS,Taxa de mortalidade por doenças cardovasculares por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"147,89"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,117,NOVO,120,N/A,SMS,Taxa de mortalidade por neoplasias por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"138,9"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,118,NOVO,121,N/A,SMS,"Taxa de mortalidade por causas externas (acidentes, crimes, etc.) por 100.000 habitantes (População projetada IBGE)",sem valor de referência,Não Informado,Não Informado,2017,"48,76"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,119,NOVO,122,N/A,SMS,Taxa de internação de adultos por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"5146,79"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,120,NOVO,123,N/A,SMS,Taxa de internação de crianças por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"3894,7"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,121,NOVO,124,N/A,SMS,"Taxa de internação por causas externas (acidentes, crimes, etc. ) por 100.000 habitantes (População projetada IBGE)",sem valor de referência,Não Informado,Não Informado,2017,"587,97"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,122,NOVO,125,N/A,SMS,Taxa de internação por doenças cardiovasculares por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"415,3"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,123,NOVO,126,N/A,SMS,Taxa de internação por neoplasias por 100.000 habitantes (População projetada IBGE),sem valor de referência,Não Informado,Não Informado,2017,"528,42"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,124,L 22,127,N/A,SMS,Prevalência de Diabetes Millitus: Percentual da população atendida nos hospitais e postos de Saúde pública que tem diabetes - População projetada pelo IBGE,sem valor de referência,Não Informado,Não Informado,2017,"5,43"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,125,L 23,128,3.1.2009,SMS/FNR,"Prevalência de obesidade: Percentual de indivíduos, com Índice de Massa Corporal (IMC) maior ou igual a 25 (População projetada pelo IBGE)",sem valor de referência,Não Informado,Não Informado,2017,"14,93"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,NÍVEL DE SAÚDE,126,L 24,129,N/A,SMS,Prevalência de Hipertensão: Percentual de pessoas com  diagnóstico de hipertensão (População projetada pelo IBGE),"Abaixo de 5,7%","5,7% a 7,14%",Acima de 10%,2017,"21,55"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,127,96,130,3.1.2003,SMS/FNR,Quantidade de médicos por 100 mil habitantes (População projetada pelo IBGE),> 200,75 - 200,< 75,2017,"1758,06"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,128,97,131,N/A,SMS,"Quantidade de leitos de hospital por 100 mil habitantes, em hospitais públicos e privados",> 100,50 - 100,< 50,2017,"321,22"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,129,NOVO,132,N/A,SMS,Quantidade de leitos de UTI em hospitais públicos e privados,sem valor de referência,Não Informado,Não Informado,2017,"41,77"
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,132,NOVO,135,N/A,SMS,Cobertura de saúde da família: Média/mês de residências atendidas na modalidade de saúde da família,Sem valor de referência,Não Informado,Não Informado,2017,100
URBANO,OFERTA DE SERVIÇOS SOCIAIS DE ALTO NÍVEL E PROMOÇÃO DA COESÃO SOCIAL,SAÚDE,OFERTA DE SERVIÇOS DE SAÚDE,135,L 21,138,N/A,SMS,Cobertura de vacinas,sem valor de referência,Não Informado,Não Informado,2017,"79,9"
URBANO,COMPETITIVIDADE,CAPITAL HUMANO,CULTURA,136,L 18,139,N/A,SMF,Investimento em cultura per capita: por habitante (população projetada IBGE),"> R$ 26,83","R$ 17,88  a R$ 26,82","< R$ 17,87",2017,"16,53"
URBANO,COMPETITIVIDADE,CAPITAL HUMANO,CULTURA,137,L 19,140,N/A,SMF,"Investimento em cultura sobre receita corrente líquida: total da receita líquida investida em cultura, no ano.","> R$ 2,47","R$ 1,77 a R$ 2,47","< R$ 1,76",2017,"0,01"
FISCAL,MECANISMOS ADEQUADOS DE GOVERNO,GESTÃO PÚBLICA MODERNA,PROCESSOS MODERNOS DE GESTÃO PÚBLICA DO ORÇAMENTO MUNICIPAL,155,NOVO,158,N/A,SMF,Porcentagem do gasto com pessoal em relação ao gasto total  (conforme conta 3.1.1.00.00.00 conforme dados do SICONFI do TCE-SC),sem valor de referência,Não Informado,Não Informado,2017,"59,14"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,165,118,168,9.2.2006,SMF/FNR,"Receita própria: Porcentagem da receita do governo municipal proveniente de tributos (tarifas, encargos e impostos) permitidos pela lei em relação à receita total.",Comparar com as metas da PMF,Não Informado,Não Informado,2017,"56,72"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,166,119,169,N/A,SMF,Porcentagem das transferências totais recebidas de outros níveis de governo em relação a receita total.,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2017,"24,46"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,167,120,170,N/A,SMF,Porcentagem das transferências recebidas destinadas a usos específicos (pré-definidos) em relação as transferências totais,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2017,"29,1"
FISCAL,GESTÃO ADEQUADA DA RECEITA,IMPOSTOS E AUTONOMIA FINANCEIRA,RECEITAS E IMPOSTOS MUNICIPAIS,168,121,171,N/A,SMF,Porcentagem das receitas de fontes externas ao governo municipal (excluindo-se receita própria e transferências) em relação a receita total,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2017,"43,28"
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,176,126,179,N/A,SMF (Siconfi-TCE/SC),Porcentagem dos gastos correntes em relação aos gastos totais,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2017,"90,48"
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,177,127,180,9.2.2005,SMF/FNR,Despesas de capital como porcentagem do total de gastos: Percentual de investimentos em ativo fixo (despesas de capital) em relação aos gastos totais,Comparado com diferentes cidades - sem padrão - fazer parâmetro em SC,Não Informado,Não Informado,2017,"9,53"
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,178,128,181,N/A,SMF,Taxa média de crescimento anual do gasto corrente: Porcentagem de variação no ano dos gastos correntes,< 0,0 - IPCA,> IPCA,2017,"9,97"
FISCAL,GESTÃO ADEQUADA DAS DESPESAS,GESTÃO DO GASTO PÚBLICO,QUALIDADE DO GASTO PÚBLICO,179,L 1,182,N/A,SMF,Despesa de pessoal/Receita corrente líquida: percentual da depesas totais (salário + engargos + vales transporte e alimentação + plano de saúde) e de pessoal em relação a receita corrente líquida,"< 51,3%","51,3% a 54%",> 54%,2017,"51,77"
FISCAL,Gestao Adequada da Divida,Divida,SUSTENTABILIDADE DA DÍVIDA,181,131,184,9.2.2004,SMF/FNR,Crescimento do serviço da dívida: Porcentagem dos juros da dívida em relação a receita própria,< 5%,5% - 10%,> 10%,2017,"11,78"
FISCAL,Gestao Adequada da Divida,Divida,SUSTENTABILIDADE DA DÍVIDA,182,132,185,N/A,SMF,Crescimento da dívida: Porcentagem de crescimento da dívida (Emprestimos de curto e longo prazo),A taxa de crescimento real anual é negativa,A taxa de crescimento real anual está entre 0% e 2%,A taxa de crescimento real anual é superior a 2%,2017,"21,48"
FISCAL,Gestao Adequada da Divida,Divida,LEI DE RESPONSABILIDADE FISCAL,183,L 2,186,N/A,SMF,Dívida consolidada líquida/Receita corrente líquida: Porcentagem da dívida consolidada líquida em relação a receita corrente líquida,< 50%,50% a 60%,> 60%,2017,"06,03"
FISCAL,Gestao Adequada da Divida,Divida,LEI DE RESPONSABILIDADE FISCAL,184,L 3,187,N/A,SMF,Operação de Crédito/Receita Corrente Líquida:Porcentagem do valor das operações de crédito contratadas no ano em relação a receita corrente líquida,Menor 10%,Entre 10 e 16%,Acima 16%,2017,"2,55"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,COBERTURA DE ÁGUA,1,1,1,7.1.2001,CASAN/FNR,Porcentagem de pessoas com serviço de abastecimento de água potável em relação à população total do município,> 90%–100%,75%–90%,< 75%,2018,100
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO USO DA ÁGUA,2,2,2,7.1.2005,CASAN/FNR,Quantidade total do consumo de água em litros por dia dividida pelo total da população. Inclui uso não doméstico.,120–200,80–120 ou 200–250,< 80 ou > 250,2018,163
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,3,3,3,N/A,CASAN,Média anual de horas/dia em que há o fornecimento contínuo de água.,> 20 h/dia,12–20 h/dia,< 12 h/dia,2018,24
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,4,4,4,7.1.2004,CASAN/FNR,Qualidade da água: Porcentagem do número total de testes conformes em relação ao número total de testes de qualidade de água tratada realizados.,> 97%,90%–97%,< 90%,2018,95
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,5,5,5,7.1.2006,CASAN/FNR,Água não contabilizada = Índice de perdas na distribuição de água.,0%–30%,30%–45%,> 45%,2018,31
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,ÁGUA,EFICIÊNCIA NO SERVIÇO DE ABASTECIMENTO DE ÁGUA,6,6,6,N/A,SDE/SEMA,Número remanescente de anos de saldo hídrico positivo (volume de água disponível dividido pelo consumo anual real (faturado + perdido).,> 10,5–10,< 5,2018,6
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,SANEAMENTO E DRENAGEM,COBERTURA DE SANEAMENTO,7,7,7,N/A,CASAN,Porcentagem de moradias com ligação ao sistema de esgoto,> 75%,75%–60%,< 60%,2018,64
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,SANEAMENTO E DRENAGEM,TRATAMENTO DE ÁGUA RESIDUÁRIAS,8,8,8,N/A,CASAN,Porcentagem de águas residuais ou efluente (águas de esgoto) tratadas: total de m³ de águas residuais que entram anualmente nas estações de tratamento dividido pelo total de m³ de água faturadas.,> 60%,40%–60%,< 40%,2018,64
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,SANEAMENTO E DRENAGEM,EFETIVIDADE DA DRENAGEM,9,9,9,N/A,SMSP,Porcentagem anual de moradias afetadas por inundações intensas decorrentes de transbordamentos dos sistemas de drenagem e esgoto e de inundações causadas por rios e marés.,"< 0,5%","0,5–3",> 3%,2018,"0,5"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,COBERTURA COLETA DE RESÍDUOS SÓLIDOS,10,10,10,N/A,COMCAP,Porcentagem das moradias com coleta regular de resíduos sólidos.,90%–100%,80%–90%,< 80%,2018,100
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,VOLUME DE RESIDUOS SÓLIDOS,11,L 5,11,N/A,COMCAP,"Toneladas totais de resíduos sólidos recolhidos (lixo convencional, coleta seletiva, lixo hospitalar, lixo pesado).",Sem valor de referência,Não Informado,Não Informado,2018,"209,610"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,VOLUME DE RESIDUOS SÓLIDOS,12,NOVO,12,N/A,COMCAP,"Quantidade (kg) de resíduos sólidos coletados por habitante, por dia (população projetada IBGE)","≤ 1,0","1,01 - 1,5",">1,5",2018,"2,32"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,DISPOSIÇÃO FINAL DOS RESÍDUOS SÓLIDOS,13,11,13,7.3.2005,COMCAP/FNR,Porcentagem de resíduos sólidos municipais depositados em aterros sanitários,<35%,36%- 50%,> 50%,2018,"94,01"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,DISPOSIÇÃO FINAL DOS RESÍDUOS SÓLIDOS,14,12,14,N/A,COMCAP,Vida remanescente útil das instalações de aterro sanitário,> 8,5–8,< 5,2018,25
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,15,14,15,N/A,COMCAP,Porcentagem de resíduos sólidos municipais compostados pela Prefeitura,> 20%,5%–20%,< 5%,2018,"0,29"
AMBIENTAL,MANEJO AMBIENTAL E CONSUMO DOS RECURSOS NATURAIS,GESTÃO DE RESÍDUOS  SÓLIDOS,TRATAMENTO DOS                                                                    RESÍDUOS SÓLIDOS,16,15,16,7.3.2004,COMCAP/FNR,Porcentagem de resíduos sólidos separados e classificados para reciclagem,> 25%,15%–25%,< 15%,2018,"5,99"
